,checking account,duration in month,credit history,credit purpose,credit amount,savings account,employment since..,installment rate,status : sex,other debtors / guarantors,residence since,property,relationship : age,other installment plans,housing,existing credits,job,people to provide maintenance for,telephone,foreign worker,goodness
901,none,24,none/duly paid,other,4817,unknown/no savings account,4 <= x < 7y,25 <= x < 35,male : married/widowed,co-applicant,4y <= x < 7y,car or other,31,none,rent,1,skilled employee/official,0 to 2,yes,no,bad
902,none,12,none/duly paid,other,2579,unknown/no savings account, x < 1y,x < 20,male : married/widowed,none, x < 1y,unknown / no property,33,none,rent,1,unskilled - resident,3 or more,no,no,bad
903,negative,36,duly paid till now,other,2225,unknown/no savings account,7y <= y,x < 20,male : married/widowed,none,x >= 7y,real estate,57,bank,own,2 to 3,skilled employee/official,0 to 2,yes,no,bad
904,none,18,none/duly paid,car (used),4153,unknown/no savings account,1<= x < 4y,25 <= x < 35,male : married/widowed,co-applicant,4y <= x < 7y,building soc. savings agr./life insurance,42,none,rent,1,skilled employee/official,0 to 2,no,no,bad
905,none,18,delayed,car (used),3114,unknown/no savings account, x < 1y,x >= 35,female: non-single or male: single,none,x >= 7y,car or other,26,none,for free,1,skilled employee/official,0 to 2,no,no,bad
906,none,18,fully paid,car (used),2124,unknown/no savings account,1<= x < 4y,x < 20,female: non-single or male: single,none,x >= 7y,unknown / no property,24,none,for free,2 to 3,skilled employee/official,0 to 2,no,no,bad
907,none,18,critical,car (used),1553,unknown/no savings account,1<= x < 4y,x < 20,male : married/widowed,none,4y <= x < 7y,building soc. savings agr./life insurance,44,bank,rent,1,skilled employee/official,0 to 2,no,no,bad
908,none,30,none/duly paid,car (used),2406,unknown/no savings account,4 <= x < 7y,x < 20,female: non-single or male: single,none,x >= 7y,unknown / no property,23,none,for free,1,skilled employee/official,0 to 2,no,no,bad
909,none,24,duly paid till now,other,1333,unknown/no savings account,unemployed,x < 20,male : married/widowed,none,1y <= x < 4y,unknown / no property,43,none,own,2 to 3,skilled employee/official,3 or more,no,no,bad
910,none,48,delayed,car (used),7119,unknown/no savings account,1<= x < 4y,20 <= x < 25,male : married/widowed,none,x >= 7y,real estate,53,none,own,2 to 3,skilled employee/official,3 or more,no,no,bad
911,none,24,duly paid till now,other,4870,unknown/no savings account,1<= x < 4y,20 <= x < 25,male : married/widowed,none,x >= 7y,real estate,53,none,own,2 to 3,skilled employee/official,3 or more,no,no,bad
912,none,12,fully paid,other,691,unknown/no savings account,7y <= y,x < 20,male : married/widowed,none,4y <= x < 7y,car or other,35,none,rent,2 to 3,skilled employee/official,0 to 2,no,no,bad
913,none,42,duly paid till now,furniture,4370,unknown/no savings account,4 <= x < 7y,20 <= x < 25,male : married/widowed,none,1y <= x < 4y,car or other,26,bank,rent,2 to 3,skilled employee/official,3 or more,yes,no,bad
914,none,36,critical,car (used),2746,unknown/no savings account,7y <= y,x < 20,male : married/widowed,none,x >= 7y,building soc. savings agr./life insurance,31,bank,rent,1,skilled employee/official,0 to 2,no,no,bad
915,none,24,delayed,car (used),4110,unknown/no savings account,7y <= y,20 <= x < 25,male : married/widowed,none,x >= 7y,real estate,23,bank,for free,2 to 3,skilled employee/official,3 or more,no,no,bad
916,none,18,none/duly paid,car (used),2462,unknown/no savings account,1<= x < 4y,25 <= x < 35,male : married/widowed,none,1y <= x < 4y,building soc. savings agr./life insurance,22,none,rent,1,skilled employee/official,0 to 2,no,no,bad
917,none,12,none/duly paid,car (used),1282,unknown/no savings account,1<= x < 4y,25 <= x < 35,female: non-single or male: single,none,x >= 7y,building soc. savings agr./life insurance,20,none,for free,1,skilled employee/official,0 to 2,no,no,bad
918,negative,12,delayed,car (used),2969,unknown/no savings account, x < 1y,x < 20,female: non-single or male: single,none,4y <= x < 7y,car or other,25,none,for free,2 to 3,skilled employee/official,0 to 2,no,no,bad
919,none,48,delayed,car (new),4605,unknown/no savings account,7y <= y,20 <= x < 25,male : married/widowed,none,x >= 7y,real estate,24,none,own,2 to 3,skilled employee/official,3 or more,no,no,bad
920,none,48,fully paid,car (new),6331,unknown/no savings account,7y <= y,x < 20,male : married/widowed,none,x >= 7y,real estate,46,none,own,2 to 3,skilled employee/official,0 to 2,yes,no,bad
921,none,24,critical,car (used),3552,unknown/no savings account,4 <= x < 7y,20 <= x < 25,male : married/widowed,none,x >= 7y,building soc. savings agr./life insurance,27,bank,rent,1,skilled employee/official,0 to 2,no,no,bad
922,none,12,critical,other,697,unknown/no savings account, x < 1y,x < 20,male : married/widowed,none,1y <= x < 4y,building soc. savings agr./life insurance,46,bank,rent,2 to 3,skilled employee/official,0 to 2,yes,no,bad
923,none,24,none/duly paid,other,1442,unknown/no savings account,4 <= x < 7y,x < 20,female: non-single or male: single,none,x >= 7y,building soc. savings agr./life insurance,23,none,for free,2 to 3,skilled employee/official,0 to 2,no,no,bad
924,none,27,delayed,retraining,5293,unknown/no savings account,unemployed,25 <= x < 35,male : married/widowed,none,x >= 7y,car or other,50,none,rent,2 to 3,skilled employee/official,0 to 2,yes,no,bad
925,none,21,duly paid till now,repairs,3414,unknown/no savings account, x < 1y,25 <= x < 35,male : married/widowed,none, x < 1y,car or other,26,stores,rent,2 to 3,skilled employee/official,0 to 2,no,no,bad
926,none,18,none/duly paid,car (used),2039,unknown/no savings account,1<= x < 4y,x >= 35,female: non-single or male: single,none,x >= 7y,unknown / no property,20,none,for free,1,skilled employee/official,0 to 2,no,no,bad
927,none,24,critical,retraining,3161,unknown/no savings account,1<= x < 4y,x < 20,male : married/widowed,none,1y <= x < 4y,car or other,31,bank,for free,1,skilled employee/official,0 to 2,yes,no,bad
928,none,12,none/duly paid,vacation,902,unknown/no savings account,4 <= x < 7y,x < 20,female : single,none,x >= 7y,car or other,21,none,for free,1,skilled employee/official,0 to 2,no,no,bad
929,none,48,none/duly paid,car (new),10297,unknown/no savings account,4 <= x < 7y,x < 20,male : married/widowed,none,x >= 7y,real estate,39,none,own,4 to 5,skilled employee/official,3 or more,yes,no,bad
930,negative,48,delayed,retraining,14421,unknown/no savings account,1<= x < 4y,25 <= x < 35,male : married/widowed,none,1y <= x < 4y,building soc. savings agr./life insurance,25,stores,rent,1,skilled employee/official,0 to 2,yes,no,bad
931,negative,18,fully paid,other,1056,unknown/no savings account,7y <= y,20 <= x < 25,male : married/widowed,guarantor,4y <= x < 7y,unknown / no property,30,none,rent,2 to 3,skilled employee/official,0 to 2,no,no,bad
932,none,12,none/duly paid,other,1274,unknown/no savings account, x < 1y,20 <= x < 25,female: non-single or male: single,none, x < 1y,unknown / no property,37,bank,rent,1,unskilled - resident,0 to 2,no,no,bad
933,negative,12,none/duly paid,other,1223,unknown/no savings account,7y <= y,x >= 35,male : divorced/separated,none, x < 1y,unknown / no property,46,none,for free,2 to 3,skilled employee/official,0 to 2,no,no,bad
934,none,12,none/duly paid,other,1372,unknown/no savings account,4 <= x < 7y,25 <= x < 35,male : divorced/separated,none,4y <= x < 7y,building soc. savings agr./life insurance,36,none,rent,1,skilled employee/official,0 to 2,no,no,bad
935,none,16,fully paid,other,2625,unknown/no savings account,7y <= y,25 <= x < 35,male : married/widowed,guarantor,x >= 7y,car or other,43,none,for free,1,skilled employee/official,0 to 2,yes,yes,bad
936,none,20,fully paid,other,2235,unknown/no savings account,1<= x < 4y,x < 20,female : single,guarantor,1y <= x < 4y,car or other,33,bank,for free,2 to 3,skilled employee/official,0 to 2,no,yes,bad
937,negative,9,none/duly paid,car (used),959,unknown/no savings account,1<= x < 4y,x >= 35,female: non-single or male: single,none,1y <= x < 4y,building soc. savings agr./life insurance,29,bank,rent,1,skilled employee/official,0 to 2,no,no,bad
938,negative,18,fully paid,other,884,unknown/no savings account,7y <= y,x < 20,male : married/widowed,none,x >= 7y,building soc. savings agr./life insurance,36,none,rent,1,skilled employee/official,3 or more,yes,no,bad
939,negative,24,none/duly paid,other,1246,unknown/no savings account, x < 1y,x < 20,male : married/widowed,none,1y <= x < 4y,unknown / no property,23,bank,rent,1,unskilled - resident,0 to 2,no,no,bad
940,negative,36,duly paid till now,other,8086,x < 100 DM,7y <= y,25 <= x < 35,male : married/widowed,none,x >= 7y,building soc. savings agr./life insurance,42,stores,rent, x >= 6,manager/self-empl./highly qualif,0 to 2,yes,no,bad
941,x >= 200,48,fully paid,other,10127,100 <= x < 500,1<= x < 4y,25 <= x < 35,male : married/widowed,none,1y <= x < 4y,real estate,44,none,own,1,skilled employee/official,0 to 2,no,no,bad
942,negative,12,none/duly paid,other,888,unknown/no savings account,7y <= y,x < 20,male : married/widowed,none,x >= 7y,building soc. savings agr./life insurance,41,bank,rent,1,unskilled - resident,3 or more,no,no,bad
943,x >= 200,12,none/duly paid,repairs,719,unknown/no savings account,7y <= y,x < 20,male : married/widowed,none,x >= 7y,building soc. savings agr./life insurance,41,bank,rent,1,unskilled - resident,3 or more,no,no,bad
944,negative,36,none/duly paid,other,12389,1000 <= x,1<= x < 4y,x >= 35,male : married/widowed,none,x >= 7y,real estate,37,bank,own,1,skilled employee/official,0 to 2,yes,no,bad
945,none,12,none/duly paid,furniture,709,unknown/no savings account,7y <= y,x < 20,male : married/widowed,none,x >= 7y,unknown / no property,57,none,rent,1,unskilled - resident,0 to 2,no,no,bad
946,negative,15,critical,other,6850,x < 100 DM,unemployed,x >= 35,male : married/widowed,none,1y <= x < 4y,car or other,34,stores,rent,1,manager/self-empl./highly qualif,3 or more,yes,no,bad
947,x >= 200,10,none/duly paid,car (used),2210,unknown/no savings account,1<= x < 4y,25 <= x < 35,male : married/widowed,none,1y <= x < 4y,unknown / no property,25,none,for free,1,unskilled - resident,0 to 2,no,no,bad
948,x >= 200,30,critical,car (new),7485,1000 <= x,unemployed,x < 20,female: non-single or male: single,none, x < 1y,unknown / no property,53,bank,rent,1,manager/self-empl./highly qualif,0 to 2,yes,no,bad
949,none,18,critical,other,1442,unknown/no savings account,4 <= x < 7y,x < 20,male : married/widowed,none,x >= 7y,real estate,32,bank,own,2 to 3,unskilled - resident,3 or more,no,no,bad
950,x >= 200,12,fully paid,furniture,797,1000 <= x,7y <= y,x < 20,female: non-single or male: single,none,4y <= x < 7y,car or other,33,none,rent,1,unskilled - resident,3 or more,no,no,bad
951,negative,45,fully paid,furniture,4746,unknown/no savings account, x < 1y,x < 20,male : married/widowed,none,1y <= x < 4y,car or other,24,bank,rent,2 to 3,unskilled - resident,0 to 2,no,no,bad
952,0 <= x <= 200,12,fully paid,other,939,100 <= x < 500,4 <= x < 7y,x < 20,female : single,none,1y <= x < 4y,unknown / no property,28,none,rent,4 to 5,skilled employee/official,0 to 2,yes,no,bad
953,negative,21,none/duly paid,retraining,1188,unknown/no savings account,7y <= y,25 <= x < 35,female: non-single or male: single,none,x >= 7y,car or other,39,none,rent,1,skilled employee/official,3 or more,no,no,bad
954,x >= 200,48,fully paid,car (new),11590,x < 100 DM,1<= x < 4y,25 <= x < 35,female: non-single or male: single,none,x >= 7y,building soc. savings agr./life insurance,24,none,for free,2 to 3,unskilled - resident,0 to 2,no,no,bad
955,0 <= x <= 200,12,critical,retraining,609,unknown/no savings account, x < 1y,x < 20,female: non-single or male: single,none, x < 1y,unknown / no property,26,bank,rent,1,unemployed/unskilled - non-resident,0 to 2,no,no,bad
956,none,18,fully paid,domestic appliances,1190,unknown/no savings account,unemployed,25 <= x < 35,female: non-single or male: single,none,x >= 7y,real estate,55,none,own,4 to 5,unemployed/unskilled - non-resident,3 or more,no,no,bad
957,negative,21,none/duly paid,retraining,2767,x < 100 DM,7y <= y,x < 20,male : divorced/separated,none,1y <= x < 4y,building soc. savings agr./life insurance,61,none,for free,2 to 3,unskilled - resident,0 to 2,no,no,bad
958,negative,30,none/duly paid,car (used),3441,x < 100 DM,1<= x < 4y,25 <= x < 35,female: non-single or male: single,co-applicant,x >= 7y,building soc. savings agr./life insurance,21,bank,for free,1,skilled employee/official,0 to 2,no,no,bad
959,negative,30,delayed,retraining,4280,x < 100 DM,1<= x < 4y,x < 20,female: non-single or male: single,none,x >= 7y,building soc. savings agr./life insurance,26,none,for free,2 to 3,unskilled - resident,0 to 2,no,no,bad
960,negative,24,none/duly paid,furniture,3092,x < 100 DM, x < 1y,20 <= x < 25,female : single,none,1y <= x < 4y,building soc. savings agr./life insurance,22,none,for free,1,skilled employee/official,0 to 2,yes,no,bad
961,x >= 200,18,none/duly paid,other,6761,1000 <= x,1<= x < 4y,25 <= x < 35,male : married/widowed,none,x >= 7y,building soc. savings agr./life insurance,68,stores,for free,2 to 3,skilled employee/official,0 to 2,no,no,bad
962,negative,12,none/duly paid,furniture,1331,unknown/no savings account, x < 1y,25 <= x < 35,male : married/widowed,none, x < 1y,building soc. savings agr./life insurance,22,none,rent,1,skilled employee/official,0 to 2,no,no,bad
963,negative,54,delayed,retraining,15945,unknown/no savings account, x < 1y,20 <= x < 25,male : married/widowed,none,x >= 7y,real estate,58,none,for free,1,skilled employee/official,0 to 2,yes,no,bad
964,none,24,none/duly paid,car (used),3234,unknown/no savings account, x < 1y,x < 20,female: non-single or male: single,none,x >= 7y,unknown / no property,23,none,for free,1,unskilled - resident,0 to 2,yes,no,bad
965,negative,15,none/duly paid,furniture,802,unknown/no savings account,7y <= y,x < 20,male : married/widowed,none,4y <= x < 7y,building soc. savings agr./life insurance,37,none,rent,1,skilled employee/official,3 or more,no,no,bad
966,negative,48,none/duly paid,car (used),9960,unknown/no savings account, x < 1y,x >= 35,female: non-single or male: single,none,1y <= x < 4y,building soc. savings agr./life insurance,26,bank,rent,1,skilled employee/official,0 to 2,yes,no,bad
967,x >= 200,24,duly paid till now,retraining,8648,unknown/no savings account, x < 1y,25 <= x < 35,male : married/widowed,none,1y <= x < 4y,building soc. savings agr./life insurance,27,bank,rent,2 to 3,skilled employee/official,0 to 2,yes,no,bad
968,none,18,none/duly paid,furniture,1345,unknown/no savings account,1<= x < 4y,x < 20,female : single,none,4y <= x < 7y,unknown / no property,26,none,rent,1,skilled employee/official,0 to 2,no,no,bad
969,none,45,none/duly paid,furniture,1845,unknown/no savings account,1<= x < 4y,x < 20,male : married/widowed,none,x >= 7y,real estate,23,none,own,1,skilled employee/official,0 to 2,yes,no,bad
970,none,21,critical,other,1647,1000 <= x,1<= x < 4y,x < 20,male : married/widowed,none,1y <= x < 4y,car or other,40,bank,rent,2 to 3,unskilled - resident,3 or more,no,no,bad
971,x >= 200,48,none/duly paid,retraining,4844,unknown/no savings account,unemployed,20 <= x < 25,male : married/widowed,none,1y <= x < 4y,building soc. savings agr./life insurance,33,none,for free,1,manager/self-empl./highly qualif,0 to 2,yes,no,bad
972,negative,27,delayed,retraining,8318,unknown/no savings account,7y <= y,25 <= x < 35,female: non-single or male: single,none,x >= 7y,real estate,42,stores,own,2 to 3,manager/self-empl./highly qualif,0 to 2,yes,no,bad
973,0 <= x <= 200,18,none/duly paid,furniture,2100,unknown/no savings account,1<= x < 4y,x < 20,male : married/widowed,co-applicant,1y <= x < 4y,unknown / no property,37,none,rent,1,skilled employee/official,0 to 2,no,no,bad
974,none,45,delayed,retraining,11816,unknown/no savings account,7y <= y,25 <= x < 35,male : married/widowed,none,x >= 7y,building soc. savings agr./life insurance,29,none,for free,2 to 3,skilled employee/official,0 to 2,no,no,bad
975,none,6,none/duly paid,repairs,448,unknown/no savings account, x < 1y,x < 20,female: non-single or male: single,none,x >= 7y,car or other,23,none,rent,1,skilled employee/official,0 to 2,no,no,bad
976,none,30,none/duly paid,domestic appliances,11998,unknown/no savings account, x < 1y,x >= 35,male : divorced/separated,none, x < 1y,real estate,34,bank,rent,1,unskilled - resident,0 to 2,yes,no,bad
977,negative,48,delayed,business,18424,unknown/no savings account,1<= x < 4y,x >= 35,female: non-single or male: single,none,1y <= x < 4y,car or other,32,bank,rent,1,manager/self-empl./highly qualif,0 to 2,yes,yes,bad
