,checking account,duration in month,credit history,credit purpose,credit amount,savings account,employment since..,installment rate,status : sex,other debtors / guarantors,residence since,property,relationship : age,other installment plans,housing,existing credits,job,people to provide maintenance for,telephone,foreign worker,goodness
924,negative,24,duly paid,furniture,6872, ... < 100, ... < 1y,2,male : separated OR divorced,none,1,society savings agreement OR life insurance,55,bank,own,1,skilled employed OR official ,1,yes,yes,2
925,negative,12,duly paid,car (new),697, ... < 100, ... < 1y,4,male : single,none,2,car OR other,46,bank,own,2,skilled employed OR official ,1,yes,yes,2
926,negative,18,critical account,furniture,1049, ... < 100, ... < 1y,4,female : married OR separated OR divorced,none,4,society savings agreement OR life insurance,21,none,rent,1,skilled employed OR official ,1,no,yes,1
927,negative,48,existing AND duly paid,car (used),10297, ... < 100,4 <= ... < 7y,4,male : single,none,4,none OR unknown,39,stores,for free,3,skilled employed OR official ,2,yes,yes,2
928,none,30,existing AND duly paid,radio OR tv,1867,unknown OR no savings account,7y <= ...,4,male : single,none,4,car OR other,58,none,own,1,skilled employed OR official ,1,yes,yes,1
929,negative,12,delayed,car (new),1344, ... < 100,1 <= ... < 4y,4,male : single,none,2,real estate,43,none,own,2,unskilled - resident,2,no,yes,1
930,negative,24,existing AND duly paid,furniture,1747, ... < 100, ... < 1y,4,male : single,co-applicant,1,society savings agreement OR life insurance,24,none,own,1,unskilled - resident,1,no,no,1
931, 0 <= ... <= 200,9,existing AND duly paid,radio OR tv,1670, ... < 100, ... < 1y,4,female : married OR separated OR divorced,none,2,car OR other,22,none,own,1,skilled employed OR official ,1,yes,yes,2
932,none,9,critical account,car (new),1224, ... < 100,1 <= ... < 4y,3,male : single,none,1,real estate,30,none,own,2,skilled employed OR official ,1,no,yes,1
933,none,12,critical account,radio OR tv,522,500 <= ... < 1000,7y <= ...,4,male : single,none,4,society savings agreement OR life insurance,42,none,own,2,skilled employed OR official ,2,yes,yes,1
934,negative,12,existing AND duly paid,radio OR tv,1498, ... < 100,1 <= ... < 4y,4,female : married OR separated OR divorced,none,1,car OR other,23,bank,own,1,skilled employed OR official ,1,no,yes,1
935, 0 <= ... <= 200,30,delayed,radio OR tv,1919,100 <= ... < 500, ... < 1y,4,male : single,none,3,none OR unknown,30,stores,own,2,management OR self-employed OR highly qualified employee OR officer,1,no,yes,2
936,200 < ...,9,existing AND duly paid,radio OR tv,745, ... < 100,1 <= ... < 4y,3,female : married OR separated OR divorced,none,2,real estate,28,none,own,1,unskilled - resident,1,no,yes,2
937, 0 <= ... <= 200,6,existing AND duly paid,radio OR tv,2063, ... < 100, ... < 1y,4,male : married,none,3,car OR other,30,none,rent,1,management OR self-employed OR highly qualified employee OR officer,1,yes,yes,1
938, 0 <= ... <= 200,60,existing AND duly paid,education,6288, ... < 100,1 <= ... < 4y,4,male : single,none,4,none OR unknown,42,none,for free,1,skilled employed OR official ,1,no,yes,2
939,none,24,critical account,car (used),6842,unknown OR no savings account,1 <= ... < 4y,2,male : single,none,4,society savings agreement OR life insurance,46,none,own,2,management OR self-employed OR highly qualified employee OR officer,2,yes,yes,1
940,none,12,existing AND duly paid,car (new),3527,unknown OR no savings account, ... < 1y,2,male : single,none,3,society savings agreement OR life insurance,45,none,own,1,management OR self-employed OR highly qualified employee OR officer,2,yes,yes,1
941,none,10,existing AND duly paid,car (new),1546, ... < 100,1 <= ... < 4y,3,male : single,none,2,real estate,31,none,own,1,unskilled - resident,2,no,no,1
942,none,24,existing AND duly paid,furniture,929,unknown OR no savings account,4 <= ... < 7y,4,male : single,none,2,car OR other,31,stores,own,1,skilled employed OR official ,1,yes,yes,1
943,none,4,critical account,car (new),1455, ... < 100,4 <= ... < 7y,2,male : single,none,1,real estate,42,none,own,3,unskilled - resident,2,no,yes,1
944,negative,15,existing AND duly paid,furniture,1845, ... < 100, ... < 1y,4,female : married OR separated OR divorced,guarantor,1,society savings agreement OR life insurance,46,none,rent,1,skilled employed OR official ,1,no,yes,1
945, 0 <= ... <= 200,48,none OR duly paid,car (new),8358,500 <= ... < 1000, ... < 1y,1,female : married OR separated OR divorced,none,1,car OR other,30,none,own,2,skilled employed OR official ,1,no,yes,1
946,negative,24,duly paid,furniture,3349,500 <= ... < 1000, ... < 1y,4,male : single,none,4,none OR unknown,30,none,for free,1,skilled employed OR official ,2,yes,yes,2
947,none,12,existing AND duly paid,car (new),2859,unknown OR no savings account,unemployed,4,male : single,none,4,none OR unknown,38,none,own,1,management OR self-employed OR highly qualified employee OR officer,1,yes,yes,1
948,none,18,existing AND duly paid,furniture,1533, ... < 100, ... < 1y,4,male : married,co-applicant,1,society savings agreement OR life insurance,43,none,own,1,unskilled - resident,2,no,yes,2
949,none,24,existing AND duly paid,radio OR tv,3621,100 <= ... < 500,7y <= ...,2,male : single,none,4,car OR other,31,none,own,2,skilled employed OR official ,1,no,yes,2
950, 0 <= ... <= 200,18,critical account,business,3590, ... < 100,unemployed,3,male : married,none,3,car OR other,40,none,own,3,unemployed OR unskilled - non-resident,2,yes,yes,1
951,negative,36,delayed,business,2145, ... < 100,4 <= ... < 7y,2,male : single,none,1,car OR other,24,none,own,2,skilled employed OR official ,1,yes,yes,2
952, 0 <= ... <= 200,24,existing AND duly paid,car (used),4113,500 <= ... < 1000, ... < 1y,3,female : married OR separated OR divorced,none,4,car OR other,28,none,rent,1,skilled employed OR official ,1,no,yes,2
953,none,36,existing AND duly paid,furniture,10974, ... < 100,unemployed,4,female : married OR separated OR divorced,none,2,car OR other,26,none,own,2,management OR self-employed OR highly qualified employee OR officer,1,yes,yes,2
954,negative,12,existing AND duly paid,car (new),1893, ... < 100,1 <= ... < 4y,4,female : married OR separated OR divorced,guarantor,4,society savings agreement OR life insurance,29,none,own,1,skilled employed OR official ,1,yes,yes,1
955,negative,24,critical account,radio OR tv,1231,1000 <= ...,7y <= ...,4,female : married OR separated OR divorced,none,4,society savings agreement OR life insurance,57,none,rent,2,management OR self-employed OR highly qualified employee OR officer,1,yes,yes,1
956,200 < ...,30,critical account,radio OR tv,3656,unknown OR no savings account,7y <= ...,4,male : single,none,4,society savings agreement OR life insurance,49,stores,own,2,unskilled - resident,1,no,yes,1
957, 0 <= ... <= 200,9,critical account,radio OR tv,1154, ... < 100,7y <= ...,2,male : single,none,4,real estate,37,none,own,3,unskilled - resident,1,no,yes,1
958,negative,28,existing AND duly paid,car (new),4006, ... < 100,1 <= ... < 4y,3,male : single,none,2,car OR other,45,none,own,1,unskilled - resident,1,no,yes,2
959, 0 <= ... <= 200,24,existing AND duly paid,furniture,3069,100 <= ... < 500,7y <= ...,4,male : single,none,4,none OR unknown,30,none,for free,1,skilled employed OR official ,1,no,yes,1
960,none,6,critical account,radio OR tv,1740, ... < 100,7y <= ...,2,male : married,none,2,real estate,30,none,rent,2,skilled employed OR official ,1,no,yes,1
961, 0 <= ... <= 200,21,delayed,car (new),2353, ... < 100,1 <= ... < 4y,1,male : separated OR divorced,none,4,society savings agreement OR life insurance,47,none,own,2,skilled employed OR official ,1,no,yes,1
962,none,15,existing AND duly paid,car (new),3556,unknown OR no savings account,1 <= ... < 4y,3,male : single,none,2,none OR unknown,29,none,own,1,skilled employed OR official ,1,no,yes,1
963,none,24,existing AND duly paid,radio OR tv,2397,500 <= ... < 1000,7y <= ...,3,male : single,none,2,car OR other,35,bank,own,2,skilled employed OR official ,1,yes,yes,2
964, 0 <= ... <= 200,6,existing AND duly paid,repairs,454, ... < 100, ... < 1y,3,male : married,none,1,society savings agreement OR life insurance,22,none,own,1,unskilled - resident,1,no,yes,1
965, 0 <= ... <= 200,30,existing AND duly paid,radio OR tv,1715,unknown OR no savings account,1 <= ... < 4y,4,female : married OR separated OR divorced,none,1,car OR other,26,none,own,1,skilled employed OR official ,1,no,yes,1
966, 0 <= ... <= 200,27,critical account,radio OR tv,2520,500 <= ... < 1000,1 <= ... < 4y,4,male : single,none,2,society savings agreement OR life insurance,23,none,own,2,unskilled - resident,1,no,yes,2
967,none,15,existing AND duly paid,radio OR tv,3568, ... < 100,7y <= ...,4,female : married OR separated OR divorced,none,2,car OR other,54,bank,rent,1,management OR self-employed OR highly qualified employee OR officer,1,yes,yes,1
968,none,42,existing AND duly paid,radio OR tv,7166,unknown OR no savings account,4 <= ... < 7y,2,male : married,none,4,society savings agreement OR life insurance,29,none,rent,1,skilled employed OR official ,1,yes,yes,1
969,negative,11,critical account,car (new),3939, ... < 100,1 <= ... < 4y,1,male : single,none,2,real estate,40,none,own,2,unskilled - resident,2,no,yes,1
970, 0 <= ... <= 200,15,existing AND duly paid,repairs,1514,100 <= ... < 500,1 <= ... < 4y,4,male : single,guarantor,2,real estate,22,none,own,1,skilled employed OR official ,1,no,yes,1
971,none,24,existing AND duly paid,car (new),7393, ... < 100,1 <= ... < 4y,1,male : single,none,4,society savings agreement OR life insurance,43,none,own,1,unskilled - resident,2,no,yes,1
972,negative,24,duly paid,car (new),1193, ... < 100,unemployed,1,female : married OR separated OR divorced,co-applicant,4,none OR unknown,29,none,rent,2,unemployed OR unskilled - non-resident,1,no,yes,2
973,negative,60,existing AND duly paid,business,7297, ... < 100,7y <= ...,4,male : single,co-applicant,4,none OR unknown,36,none,rent,1,skilled employed OR official ,1,no,yes,2
974,none,30,critical account,radio OR tv,2831, ... < 100,1 <= ... < 4y,4,female : married OR separated OR divorced,none,2,car OR other,33,none,own,1,skilled employed OR official ,1,yes,yes,1
975,200 < ...,24,existing AND duly paid,radio OR tv,1258,500 <= ... < 1000,1 <= ... < 4y,3,female : married OR separated OR divorced,none,3,car OR other,57,none,own,1,unskilled - resident,1,no,yes,1
976, 0 <= ... <= 200,6,existing AND duly paid,radio OR tv,753, ... < 100,1 <= ... < 4y,2,female : married OR separated OR divorced,guarantor,3,real estate,64,none,own,1,skilled employed OR official ,1,no,yes,1
977, 0 <= ... <= 200,18,delayed,business,2427,unknown OR no savings account,7y <= ...,4,male : single,none,2,society savings agreement OR life insurance,42,none,own,2,skilled employed OR official ,1,no,yes,1
978,none,24,delayed,car (new),2538, ... < 100,7y <= ...,4,male : single,none,4,car OR other,47,none,own,2,unskilled - resident,2,no,yes,2
979, 0 <= ... <= 200,15,duly paid,car (new),1264,100 <= ... < 500,1 <= ... < 4y,2,male : married,none,2,society savings agreement OR life insurance,25,none,rent,1,skilled employed OR official ,1,no,yes,2
980, 0 <= ... <= 200,30,critical account,furniture,8386, ... < 100,4 <= ... < 7y,2,male : single,none,2,society savings agreement OR life insurance,49,none,own,1,skilled employed OR official ,1,no,yes,2
981,none,48,existing AND duly paid,business,4844, ... < 100,unemployed,3,male : single,none,2,car OR other,33,bank,rent,1,management OR self-employed OR highly qualified employee OR officer,1,yes,yes,2
982,200 < ...,21,existing AND duly paid,car (new),2923,100 <= ... < 500,1 <= ... < 4y,1,female : married OR separated OR divorced,none,1,car OR other,28,bank,own,1,management OR self-employed OR highly qualified employee OR officer,1,yes,yes,1
983,negative,36,existing AND duly paid,car (used),8229, ... < 100,1 <= ... < 4y,2,male : single,none,2,society savings agreement OR life insurance,26,none,own,1,skilled employed OR official ,2,no,yes,2
984,none,24,critical account,furniture,2028, ... < 100,4 <= ... < 7y,2,male : single,none,2,society savings agreement OR life insurance,30,none,own,2,unskilled - resident,1,no,yes,1
985,negative,15,critical account,furniture,1433, ... < 100,1 <= ... < 4y,4,female : married OR separated OR divorced,none,3,society savings agreement OR life insurance,25,none,rent,2,skilled employed OR official ,1,no,yes,1
986,200 < ...,42,none OR duly paid,business,6289, ... < 100, ... < 1y,2,male : separated OR divorced,none,1,society savings agreement OR life insurance,33,none,own,2,skilled employed OR official ,1,no,yes,1
987,none,13,existing AND duly paid,radio OR tv,1409,100 <= ... < 500,unemployed,2,female : married OR separated OR divorced,none,4,real estate,64,none,own,1,skilled employed OR official ,1,no,yes,1
988,negative,24,existing AND duly paid,car (used),6579, ... < 100,unemployed,4,male : single,none,2,none OR unknown,29,none,for free,1,management OR self-employed OR highly qualified employee OR officer,1,yes,yes,1
989, 0 <= ... <= 200,24,critical account,radio OR tv,1743, ... < 100,7y <= ...,4,male : single,none,2,society savings agreement OR life insurance,48,none,own,2,unskilled - resident,1,no,yes,1
990,none,12,critical account,education,3565,unknown OR no savings account, ... < 1y,2,male : single,none,1,society savings agreement OR life insurance,37,none,own,2,unskilled - resident,2,no,yes,1
991,none,15,duly paid,radio OR tv,1569,100 <= ... < 500,7y <= ...,4,male : single,none,4,car OR other,34,bank,own,1,unskilled - resident,2,no,yes,1
992,negative,18,existing AND duly paid,radio OR tv,1936,unknown OR no savings account,4 <= ... < 7y,2,male : married,none,4,car OR other,23,none,rent,2,unskilled - resident,1,no,yes,1
993,negative,36,existing AND duly paid,furniture,3959, ... < 100,unemployed,4,male : single,none,3,society savings agreement OR life insurance,30,none,own,1,management OR self-employed OR highly qualified employee OR officer,1,yes,yes,1
994,none,12,existing AND duly paid,car (new),2390,unknown OR no savings account,7y <= ...,4,male : single,none,3,car OR other,50,none,own,1,skilled employed OR official ,1,yes,yes,1
995,none,12,existing AND duly paid,furniture,1736, ... < 100,4 <= ... < 7y,3,female : married OR separated OR divorced,none,4,real estate,31,none,own,1,unskilled - resident,1,no,yes,1
996,negative,30,existing AND duly paid,car (used),3857, ... < 100,1 <= ... < 4y,4,male : separated OR divorced,none,4,society savings agreement OR life insurance,40,none,own,1,management OR self-employed OR highly qualified employee OR officer,1,yes,yes,1
997,none,12,existing AND duly paid,radio OR tv,804, ... < 100,7y <= ...,4,male : single,none,4,car OR other,38,none,own,1,skilled employed OR official ,1,no,yes,1
998,negative,45,existing AND duly paid,radio OR tv,1845, ... < 100,1 <= ... < 4y,4,male : single,none,4,none OR unknown,23,none,for free,1,skilled employed OR official ,1,yes,yes,2
