,checking account,duration in month,credit history,credit purpose,credit amount,savings account,employment since..,installment rate,status : sex,other debtors / guarantors,residence since,property,relationship : age,other installment plans,housing,existing credits,job,people to provide maintenance for,telephone,foreign worker,goodness
891,<0 DM,60,none open,others,14027,unknown/no savings account,4-6 yrs,<20,male : married/widowed,none,1-3 yrs,real estate,27,none,rent,1,manager/self-empl./highly qualif,0 to 2,yes,no,bad
892,No Account,36,fully paid back,car (new),9629,unknown/no savings account,4-6 yrs,<20,male : married/widowed,none,>= 7 yrs,building soc. savings agr./life insurance,24,none,rent,2,skilled employee/official,0 to 2,yes,no,bad
893,<0 DM,12,none open,furniture/equipment,1484,>=1000 DM,1-3 yrs,25-34,female : single,none,< 1 yr,unknown / no property,25,none,rent,1,skilled employee/official,0 to 2,yes,no,bad
894,No Account,18,none open,car (used),1131,unknown/no savings account,unemployed,<20,female: non-single or male: single,none,1-3 yrs,building soc. savings agr./life insurance,33,none,rent,1,skilled employee/official,0 to 2,no,no,bad
895,<0 DM,24,paid open rates,car (used),2064,unknown/no savings account,unemployed,20-24,female: non-single or male: single,none,1-3 yrs,car or other,34,none,rent,1,manager/self-empl./highly qualif,0 to 2,yes,no,bad
896,<0 DM,18,none open,car (new),12976,unknown/no savings account,unemployed,20-24,female: non-single or male: single,none,>= 7 yrs,real estate,38,none,own,1,manager/self-empl./highly qualif,0 to 2,yes,no,bad
897,>=200 DM,21,paid open rates,retraining,2580,100-500 DM,<1 yr,<20,male : married/widowed,none,1-3 yrs,unknown / no property,41,bank,rent,1,unskilled - resident,3 or more,no,no,bad
898,>=200 DM,27,none open,others,2570,unknown/no savings account,1-3 yrs,20-24,female: non-single or male: single,none,4-6 yrs,unknown / no property,21,none,for free,1,skilled employee/official,0 to 2,no,no,bad
899,<0 DM,27,none open,retraining,3915,unknown/no savings account,1-3 yrs,<20,male : married/widowed,none,1-3 yrs,building soc. savings agr./life insurance,36,none,rent,1,skilled employee/official,3 or more,yes,no,bad
900,>=200 DM,10,none open,others,1309,>=1000 DM,1-3 yrs,<20,male : married/widowed,guarantor,>= 7 yrs,car or other,27,none,rent,1,unskilled - resident,0 to 2,no,no,bad
901,No Account,24,none open,others,4817,unknown/no savings account,4-6 yrs,25-34,male : married/widowed,co-applicant,4-6 yrs,car or other,31,none,rent,1,skilled employee/official,0 to 2,yes,no,bad
902,No Account,12,none open,others,2579,unknown/no savings account,<1 yr,<20,male : married/widowed,none,< 1 yr,unknown / no property,33,none,rent,1,unskilled - resident,3 or more,no,no,bad
903,<0 DM,36,paid open rates,others,2225,unknown/no savings account,>= 7 yrs,<20,male : married/widowed,none,>= 7 yrs,real estate,57,bank,own,2,skilled employee/official,0 to 2,yes,no,bad
904,No Account,18,none open,car (used),4153,unknown/no savings account,1-3 yrs,25-34,male : married/widowed,co-applicant,4-6 yrs,building soc. savings agr./life insurance,42,none,rent,1,skilled employee/official,0 to 2,no,no,bad
905,No Account,18,past delay,car (used),3114,unknown/no savings account,<1 yr,>= 35,female: non-single or male: single,none,>= 7 yrs,car or other,26,none,for free,1,skilled employee/official,0 to 2,no,no,bad
906,No Account,18,fully paid back,car (used),2124,unknown/no savings account,1-3 yrs,<20,female: non-single or male: single,none,>= 7 yrs,unknown / no property,24,none,for free,2,skilled employee/official,0 to 2,no,no,bad
907,No Account,18,critical/open,car (used),1553,unknown/no savings account,1-3 yrs,<20,male : married/widowed,none,4-6 yrs,building soc. savings agr./life insurance,44,bank,rent,1,skilled employee/official,0 to 2,no,no,bad
908,No Account,30,none open,car (used),2406,unknown/no savings account,4-6 yrs,<20,female: non-single or male: single,none,>= 7 yrs,unknown / no property,23,none,for free,1,skilled employee/official,0 to 2,no,no,bad
909,No Account,24,paid open rates,others,1333,unknown/no savings account,unemployed,<20,male : married/widowed,none,1-3 yrs,unknown / no property,43,none,own,2,skilled employee/official,3 or more,no,no,bad
910,No Account,48,past delay,car (used),7119,unknown/no savings account,1-3 yrs,20-24,male : married/widowed,none,>= 7 yrs,real estate,53,none,own,2,skilled employee/official,3 or more,no,no,bad
911,No Account,24,paid open rates,others,4870,unknown/no savings account,1-3 yrs,20-24,male : married/widowed,none,>= 7 yrs,real estate,53,none,own,2,skilled employee/official,3 or more,no,no,bad
912,No Account,12,fully paid back,others,691,unknown/no savings account,>= 7 yrs,<20,male : married/widowed,none,4-6 yrs,car or other,35,none,rent,2,skilled employee/official,0 to 2,no,no,bad
913,No Account,42,paid open rates,furniture/equipment,4370,unknown/no savings account,4-6 yrs,20-24,male : married/widowed,none,1-3 yrs,car or other,26,bank,rent,2,skilled employee/official,3 or more,yes,no,bad
914,No Account,36,critical/open,car (used),2746,unknown/no savings account,>= 7 yrs,<20,male : married/widowed,none,>= 7 yrs,building soc. savings agr./life insurance,31,bank,rent,1,skilled employee/official,0 to 2,no,no,bad
915,No Account,24,past delay,car (used),4110,unknown/no savings account,>= 7 yrs,20-24,male : married/widowed,none,>= 7 yrs,real estate,23,bank,for free,2,skilled employee/official,3 or more,no,no,bad
916,No Account,18,none open,car (used),2462,unknown/no savings account,1-3 yrs,25-34,male : married/widowed,none,1-3 yrs,building soc. savings agr./life insurance,22,none,rent,1,skilled employee/official,0 to 2,no,no,bad
917,No Account,12,none open,car (used),1282,unknown/no savings account,1-3 yrs,25-34,female: non-single or male: single,none,>= 7 yrs,building soc. savings agr./life insurance,20,none,for free,1,skilled employee/official,0 to 2,no,no,bad
918,<0 DM,12,past delay,car (used),2969,unknown/no savings account,<1 yr,<20,female: non-single or male: single,none,4-6 yrs,car or other,25,none,for free,2,skilled employee/official,0 to 2,no,no,bad
919,No Account,48,past delay,car (new),4605,unknown/no savings account,>= 7 yrs,20-24,male : married/widowed,none,>= 7 yrs,real estate,24,none,own,2,skilled employee/official,3 or more,no,no,bad
920,No Account,48,fully paid back,car (new),6331,unknown/no savings account,>= 7 yrs,<20,male : married/widowed,none,>= 7 yrs,real estate,46,none,own,2,skilled employee/official,0 to 2,yes,no,bad
921,No Account,24,critical/open,car (used),3552,unknown/no savings account,4-6 yrs,20-24,male : married/widowed,none,>= 7 yrs,building soc. savings agr./life insurance,27,bank,rent,1,skilled employee/official,0 to 2,no,no,bad
922,No Account,12,critical/open,others,697,unknown/no savings account,<1 yr,<20,male : married/widowed,none,1-3 yrs,building soc. savings agr./life insurance,46,bank,rent,2,skilled employee/official,0 to 2,yes,no,bad
923,No Account,24,none open,others,1442,unknown/no savings account,4-6 yrs,<20,female: non-single or male: single,none,>= 7 yrs,building soc. savings agr./life insurance,23,none,for free,2,skilled employee/official,0 to 2,no,no,bad
924,No Account,27,past delay,retraining,5293,unknown/no savings account,unemployed,25-34,male : married/widowed,none,>= 7 yrs,car or other,50,none,rent,2,skilled employee/official,0 to 2,yes,no,bad
925,No Account,21,paid open rates,repairs,3414,unknown/no savings account,<1 yr,25-34,male : married/widowed,none,< 1 yr,car or other,26,stores,rent,2,skilled employee/official,0 to 2,no,no,bad
926,No Account,18,none open,car (used),2039,unknown/no savings account,1-3 yrs,>= 35,female: non-single or male: single,none,>= 7 yrs,unknown / no property,20,none,for free,1,skilled employee/official,0 to 2,no,no,bad
927,No Account,24,critical/open,retraining,3161,unknown/no savings account,1-3 yrs,<20,male : married/widowed,none,1-3 yrs,car or other,31,bank,for free,1,skilled employee/official,0 to 2,yes,no,bad
928,No Account,12,none open,vacation,902,unknown/no savings account,4-6 yrs,<20,female : single,none,>= 7 yrs,car or other,21,none,for free,1,skilled employee/official,0 to 2,no,no,bad
929,No Account,48,none open,car (new),10297,unknown/no savings account,4-6 yrs,<20,male : married/widowed,none,>= 7 yrs,real estate,39,none,own,3,skilled employee/official,3 or more,yes,no,bad
930,<0 DM,48,past delay,retraining,14421,unknown/no savings account,1-3 yrs,25-34,male : married/widowed,none,1-3 yrs,building soc. savings agr./life insurance,25,stores,rent,1,skilled employee/official,0 to 2,yes,no,bad
931,<0 DM,18,fully paid back,others,1056,unknown/no savings account,>= 7 yrs,20-24,male : married/widowed,guarantor,4-6 yrs,unknown / no property,30,none,rent,2,skilled employee/official,0 to 2,no,no,bad
932,No Account,12,none open,others,1274,unknown/no savings account,<1 yr,20-24,female: non-single or male: single,none,< 1 yr,unknown / no property,37,bank,rent,1,unskilled - resident,0 to 2,no,no,bad
933,<0 DM,12,none open,others,1223,unknown/no savings account,>= 7 yrs,>= 35,male : divorced/separated,none,< 1 yr,unknown / no property,46,none,for free,2,skilled employee/official,0 to 2,no,no,bad
934,No Account,12,none open,others,1372,unknown/no savings account,4-6 yrs,25-34,male : divorced/separated,none,4-6 yrs,building soc. savings agr./life insurance,36,none,rent,1,skilled employee/official,0 to 2,no,no,bad
935,No Account,16,fully paid back,others,2625,unknown/no savings account,>= 7 yrs,25-34,male : married/widowed,guarantor,>= 7 yrs,car or other,43,none,for free,1,skilled employee/official,0 to 2,yes,yes,bad
936,No Account,20,fully paid back,others,2235,unknown/no savings account,1-3 yrs,<20,female : single,guarantor,1-3 yrs,car or other,33,bank,for free,2,skilled employee/official,0 to 2,no,yes,bad
937,<0 DM,9,none open,car (used),959,unknown/no savings account,1-3 yrs,>= 35,female: non-single or male: single,none,1-3 yrs,building soc. savings agr./life insurance,29,bank,rent,1,skilled employee/official,0 to 2,no,no,bad
938,<0 DM,18,fully paid back,others,884,unknown/no savings account,>= 7 yrs,<20,male : married/widowed,none,>= 7 yrs,building soc. savings agr./life insurance,36,none,rent,1,skilled employee/official,3 or more,yes,no,bad
939,<0 DM,24,none open,others,1246,unknown/no savings account,<1 yr,<20,male : married/widowed,none,1-3 yrs,unknown / no property,23,bank,rent,1,unskilled - resident,0 to 2,no,no,bad
940,<0 DM,36,paid open rates,others,8086,<100 DM,>= 7 yrs,25-34,male : married/widowed,none,>= 7 yrs,building soc. savings agr./life insurance,42,stores,rent,4,manager/self-empl./highly qualif,0 to 2,yes,no,bad
941,>=200 DM,48,fully paid back,others,10127,100-500 DM,1-3 yrs,25-34,male : married/widowed,none,1-3 yrs,real estate,44,none,own,1,skilled employee/official,0 to 2,no,no,bad
942,<0 DM,12,none open,others,888,unknown/no savings account,>= 7 yrs,<20,male : married/widowed,none,>= 7 yrs,building soc. savings agr./life insurance,41,bank,rent,1,unskilled - resident,3 or more,no,no,bad
943,>=200 DM,12,none open,repairs,719,unknown/no savings account,>= 7 yrs,<20,male : married/widowed,none,>= 7 yrs,building soc. savings agr./life insurance,41,bank,rent,1,unskilled - resident,3 or more,no,no,bad
944,<0 DM,36,none open,others,12389,>=1000 DM,1-3 yrs,>= 35,male : married/widowed,none,>= 7 yrs,real estate,37,bank,own,1,skilled employee/official,0 to 2,yes,no,bad
945,No Account,12,none open,furniture/equipment,709,unknown/no savings account,>= 7 yrs,<20,male : married/widowed,none,>= 7 yrs,unknown / no property,57,none,rent,1,unskilled - resident,0 to 2,no,no,bad
946,<0 DM,15,critical/open,others,6850,<100 DM,unemployed,>= 35,male : married/widowed,none,1-3 yrs,car or other,34,stores,rent,1,manager/self-empl./highly qualif,3 or more,yes,no,bad
947,>=200 DM,10,none open,car (used),2210,unknown/no savings account,1-3 yrs,25-34,male : married/widowed,none,1-3 yrs,unknown / no property,25,none,for free,1,unskilled - resident,0 to 2,no,no,bad
948,>=200 DM,30,critical/open,car (new),7485,>=1000 DM,unemployed,<20,female: non-single or male: single,none,< 1 yr,unknown / no property,53,bank,rent,1,manager/self-empl./highly qualif,0 to 2,yes,no,bad
949,No Account,18,critical/open,others,1442,unknown/no savings account,4-6 yrs,<20,male : married/widowed,none,>= 7 yrs,real estate,32,bank,own,2,unskilled - resident,3 or more,no,no,bad
950,>=200 DM,12,fully paid back,furniture/equipment,797,>=1000 DM,>= 7 yrs,<20,female: non-single or male: single,none,4-6 yrs,car or other,33,none,rent,1,unskilled - resident,3 or more,no,no,bad
951,<0 DM,45,fully paid back,furniture/equipment,4746,unknown/no savings account,<1 yr,<20,male : married/widowed,none,1-3 yrs,car or other,24,bank,rent,2,unskilled - resident,0 to 2,no,no,bad
952,0-200 DM,12,fully paid back,others,939,100-500 DM,4-6 yrs,<20,female : single,none,1-3 yrs,unknown / no property,28,none,rent,3,skilled employee/official,0 to 2,yes,no,bad
953,<0 DM,21,none open,retraining,1188,unknown/no savings account,>= 7 yrs,25-34,female: non-single or male: single,none,>= 7 yrs,car or other,39,none,rent,1,skilled employee/official,3 or more,no,no,bad
954,>=200 DM,48,fully paid back,car (new),11590,<100 DM,1-3 yrs,25-34,female: non-single or male: single,none,>= 7 yrs,building soc. savings agr./life insurance,24,none,for free,2,unskilled - resident,0 to 2,no,no,bad
955,0-200 DM,12,critical/open,retraining,609,unknown/no savings account,<1 yr,<20,female: non-single or male: single,none,< 1 yr,unknown / no property,26,bank,rent,1,unemployed/unskilled - non-resident,0 to 2,no,no,bad
956,No Account,18,fully paid back,domestic appliances,1190,unknown/no savings account,unemployed,25-34,female: non-single or male: single,none,>= 7 yrs,real estate,55,none,own,3,unemployed/unskilled - non-resident,3 or more,no,no,bad
957,<0 DM,21,none open,retraining,2767,<100 DM,>= 7 yrs,<20,male : divorced/separated,none,1-3 yrs,building soc. savings agr./life insurance,61,none,for free,2,unskilled - resident,0 to 2,no,no,bad
958,<0 DM,30,none open,car (used),3441,<100 DM,1-3 yrs,25-34,female: non-single or male: single,co-applicant,>= 7 yrs,building soc. savings agr./life insurance,21,bank,for free,1,skilled employee/official,0 to 2,no,no,bad
959,<0 DM,30,past delay,retraining,4280,<100 DM,1-3 yrs,<20,female: non-single or male: single,none,>= 7 yrs,building soc. savings agr./life insurance,26,none,for free,2,unskilled - resident,0 to 2,no,no,bad
960,<0 DM,24,none open,furniture/equipment,3092,<100 DM,<1 yr,20-24,female : single,none,1-3 yrs,building soc. savings agr./life insurance,22,none,for free,1,skilled employee/official,0 to 2,yes,no,bad
961,>=200 DM,18,none open,others,6761,>=1000 DM,1-3 yrs,25-34,male : married/widowed,none,>= 7 yrs,building soc. savings agr./life insurance,68,stores,for free,2,skilled employee/official,0 to 2,no,no,bad
962,<0 DM,12,none open,furniture/equipment,1331,unknown/no savings account,<1 yr,25-34,male : married/widowed,none,< 1 yr,building soc. savings agr./life insurance,22,none,rent,1,skilled employee/official,0 to 2,no,no,bad
963,<0 DM,54,past delay,retraining,15945,unknown/no savings account,<1 yr,20-24,male : married/widowed,none,>= 7 yrs,real estate,58,none,for free,1,skilled employee/official,0 to 2,yes,no,bad
964,No Account,24,none open,car (used),3234,unknown/no savings account,<1 yr,<20,female: non-single or male: single,none,>= 7 yrs,unknown / no property,23,none,for free,1,unskilled - resident,0 to 2,yes,no,bad
965,<0 DM,15,none open,furniture/equipment,802,unknown/no savings account,>= 7 yrs,<20,male : married/widowed,none,4-6 yrs,building soc. savings agr./life insurance,37,none,rent,1,skilled employee/official,3 or more,no,no,bad
966,<0 DM,48,none open,car (used),9960,unknown/no savings account,<1 yr,>= 35,female: non-single or male: single,none,1-3 yrs,building soc. savings agr./life insurance,26,bank,rent,1,skilled employee/official,0 to 2,yes,no,bad
967,>=200 DM,24,paid open rates,retraining,8648,unknown/no savings account,<1 yr,25-34,male : married/widowed,none,1-3 yrs,building soc. savings agr./life insurance,27,bank,rent,2,skilled employee/official,0 to 2,yes,no,bad
968,No Account,18,none open,furniture/equipment,1345,unknown/no savings account,1-3 yrs,<20,female : single,none,4-6 yrs,unknown / no property,26,none,rent,1,skilled employee/official,0 to 2,no,no,bad
969,No Account,45,none open,furniture/equipment,1845,unknown/no savings account,1-3 yrs,<20,male : married/widowed,none,>= 7 yrs,real estate,23,none,own,1,skilled employee/official,0 to 2,yes,no,bad
970,No Account,21,critical/open,others,1647,>=1000 DM,1-3 yrs,<20,male : married/widowed,none,1-3 yrs,car or other,40,bank,rent,2,unskilled - resident,3 or more,no,no,bad
